name,transform,n,mean_distance,normalized_distance,recall
whash_sym4_L2_16,jpeg_30,5,7.6,0.0296875,1.0
whash_sym4_L2_16,jpeg_50,5,4.2,0.01640625,1.0
whash_sym4_L2_16,jpeg_70,5,3.8,0.01484375,1.0
whash_sym4_L2_16,rotate_+10,5,60.0,0.234375,0.6
whash_sym4_L2_16,rotate_+5,5,50.4,0.196875,0.8
whash_sym4_L2_16,rotate_-10,5,62.6,0.24453125,0.6
whash_sym4_L2_16,rotate_-5,5,49.6,0.19375,0.8
whash_sym4_L2_16,salt_pepper,5,30.0,0.1171875,0.8
whash_sym4_L2_16,scale_0.8,5,0.4,0.0015625,1.0
whash_sym4_L2_16,scale_1.2,5,0.4,0.0015625,1.0
whash_sym4_L3_8,blur,5,2.2,0.034375,1.0
whash_sym4_L3_8,brightness_0.8,5,0.0,0.0,1.0
whash_sym4_L3_8,brightness_1.2,5,0.0,0.0,1.0
whash_sym4_L3_8,crop,5,13.0,0.203125,0.8
whash_sym4_L3_8,gaussian_noise,5,5.8,0.090625,0.8
whash_sym4_L3_8,jpeg_30,5,1.2,0.01875,1.0
whash_sym4_L3_8,jpeg_50,5,0.8,0.0125,1.0
whash_sym4_L3_8,jpeg_70,5,0.8,0.0125,1.0
whash_sym4_L3_8,rotate_+10,5,16.4,0.25625,0.6
whash_sym4_L3_8,rotate_+5,5,12.8,0.2,0.8
whash_sym4_L3_8,rotate_-10,5,16.6,0.259375,0.6
whash_sym4_L3_8,rotate_-5,5,13.6,0.2125,0.8
whash_sym4_L3_8,salt_pepper,5,6.2,0.096875,0.8
whash_sym4_L3_8,scale_0.8,5,0.0,0.0,1.0
whash_sym4_L3_8,scale_1.2,5,0.0,0.0,1.0
whash_sym4_L3_16,blur,5,6.0,0.0234375,1.0
whash_sym4_L3_16,brightness_0.8,5,1.6,0.00625,1.0
whash_sym4_L3_16,brightness_1.2,5,0.8,0.003125,1.0
whash_sym4_L3_16,crop,5,60.4,0.2359375,0.6
whash_sym4_L3_16,gaussian_noise,5,21.8,0.08515625,0.8
whash_sym4_L3_16,jpeg_30,5,5.6,0.021875,1.0
whash_sym4_L3_16,jpeg_50,5,3.6,0.0140625,1.0
whash_sym4_L3_16,jpeg_70,5,2.8,0.0109375,1.0
whash_sym4_L3_16,rotate_+10,5,65.6,0.25625,0.6
whash_sym4_L3_16,rotate_+5,5,54.0,0.2109375,0.6
whash_sym4_L3_16,rotate_-10,5,65.2,0.2546875,0.6
whash_sym4_L3_16,rotate_-5,5,50.4,0.196875,0.6
whash_sym4_L3_16,salt_pepper,5,27.0,0.10546875,0.8
whash_sym4_L3_16,scale_0.8,5,0.8,0.003125,1.0
whash_sym4_L3_16,scale_1.2,5,0.8,0.003125,1.0
whash_sym4_L4_8,blur,5,0.0,0.0,1.0
whash_sym4_L4_8,brightness_0.8,5,0.0,0.0,1.0
whash_sym4_L4_8,brightness_1.2,5,0.0,0.0,1.0
whash_sym4_L4_8,crop,5,9.6,0.15,1.0
whash_sym4_L4_8,gaussian_noise,5,4.0,0.0625,1.0
whash_sym4_L4_8,jpeg_30,5,0.8,0.0125,1.0
whash_sym4_L4_8,jpeg_50,5,1.2,0.01875,1.0
whash_sym4_L4_8,jpeg_70,5,0.8,0.0125,1.0
whash_sym4_L4_8,rotate_+10,5,16.0,0.25,0.8
whash_sym4_L4_8,rotate_+5,5,10.8,0.16875,1.0
whash_sym4_L4_8,rotate_-10,5,17.0,0.265625,0.8
whash_sym4_L4_8,rotate_-5,5,11.2,0.175,1.0
whash_sym4_L4_8,salt_pepper,5,7.2,0.1125,0.8
whash_sym4_L4_8,scale_0.8,5,0.0,0.0,1.0
whash_sym4_L4_8,scale_1.2,5,0.0,0.0,1.0
whash_sym4_L4_16,blur,5,2.4,0.009375,1.0
whash_sym4_L4_16,brightness_0.8,5,0.4,0.0015625,1.0
whash_sym4_L4_16,brightness_1.2,5,0.8,0.003125,1.0
whash_sym4_L4_16,crop,5,60.4,0.2359375,0.6
whash_sym4_L4_16,gaussian_noise,5,20.4,0.0796875,0.8
whash_sym4_L4_16,jpeg_30,5,2.6,0.01015625,1.0
whash_sym4_L4_16,jpeg_50,5,1.8,0.00703125,1.0
whash_sym4_L4_16,jpeg_70,5,1.6,0.00625,1.0
whash_sym4_L4_16,rotate_+10,5,72.0,0.28125,0.6
whash_sym4_L4_16,rotate_+5,5,48.2,0.18828125,1.0
whash_sym4_L4_16,rotate_-10,5,69.2,0.2703125,0.6
whash_sym4_L4_16,rotate_-5,5,49.2,0.1921875,1.0
whash_sym4_L4_16,salt_pepper,5,24.4,0.0953125,1.0
whash_sym4_L4_16,scale_0.8,5,0.8,0.003125,1.0
whash_sym4_L4_16,scale_1.2,5,0.4,0.0015625,1.0
whash_bior2.2_L1_8,blur,5,2.4,0.0375,1.0
whash_bior2.2_L1_8,brightness_0.8,5,0.0,0.0,1.0
whash_bior2.2_L1_8,brightness_1.2,5,0.0,0.0,1.0
whash_bior2.2_L1_8,crop,5,12.0,0.1875,0.6
whash_bior2.2_L1_8,gaussian_noise,5,5.2,0.08125,0.8
whash_bior2.2_L1_8,jpeg_30,5,2.0,0.03125,1.0
whash_bior2.2_L1_8,jpeg_50,5,0.8,0.0125,1.0
whash_bior2.2_L1_8,jpeg_70,5,0.8,0.0125,1.0
whash_bior2.2_L1_8,rotate_+10,5,14.6,0.228125,0.6
whash_bior2.2_L1_8,rotate_+5,5,13.4,0.209375,0.6
whash_bior2.2_L1_8,rotate_-10,5,15.8,0.246875,0.6
whash_bior2.2_L1_8,rotate_-5,5,14.2,0.221875,0.6
whash_bior2.2_L1_8,salt_pepper,5,6.8,0.10625,0.8
whash_bior2.2_L1_8,scale_0.8,5,0.4,0.00625,1.0
whash_bior2.2_L1_8,scale_1.2,5,0.0,0.0,1.0
whash_bior2.2_L1_16,blur,5,6.8,0.0265625,1.0
whash_bior2.2_L1_16,brightness_0.8,5,1.2,0.0046875,1.0
whash_bior2.2_L1_16,brightness_1.2,5,0.0,0.0,1.0
whash_bior2.2_L1_16,crop,5,45.2,0.1765625,0.8
whash_bior2.2_L1_16,gaussian_noise,5,25.6,0.1,0.8
whash_bior2.2_L1_16,jpeg_30,5,4.4,0.0171875,1.0
whash_bior2.2_L1_16,jpeg_50,5,2.6,0.01015625,1.0
whash_bior2.2_L1_16,jpeg_70,5,1.4,0.00546875,1.0
whash_bior2.2_L1_16,rotate_+10,5,57.6,0.225,0.6
whash_bior2.2_L1_16,rotate_+5,5,44.8,0.175,1.0
whash_bior2.2_L1_16,rotate_-10,5,62.2,0.24296875,0.6
whash_bior2.2_L1_16,rotate_-5,5,49.2,0.1921875,0.8
whash_bior2.2_L1_16,salt_pepper,5,29.4,0.11484375,1.0
whash_bior2.2_L1_16,scale_0.8,5,1.2,0.0046875,1.0
whash_bior2.2_L1_16,scale_1.2,5,0.4,0.0015625,1.0
whash_bior2.2_L2_8,blur,5,1.2,0.01875,1.0
whash_bior2.2_L2_8,brightness_0.8,5,0.0,0.0,1.0
whash_bior2.2_L2_8,brightness_1.2,5,0.4,0.00625,1.0
whash_bior2.2_L2_8,crop,5,11.2,0.175,0.6
whash_bior2.2_L2_8,gaussian_noise,5,5.2,0.08125,0.8
whash_bior2.2_L2_8,jpeg_30,5,1.2,0.01875,1.0
whash_bior2.2_L2_8,jpeg_50,5,0.8,0.0125,1.0
whash_bior2.2_L2_8,jpeg_70,5,0.8,0.0125,1.0
whash_bior2.2_L2_8,rotate_+10,5,15.0,0.234375,0.6
whash_bior2.2_L2_8,rotate_+5,5,14.2,0.221875,0.6
whash_bior2.2_L2_8,rotate_-10,5,16.2,0.253125,0.6
whash_bior2.2_L2_8,rotate_-5,5,13.4,0.209375,0.6
whash_bior2.2_L2_8,salt_pepper,5,6.4,0.1,0.8
whash_bior2.2_L2_8,scale_0.8,5,0.4,0.00625,1.0
whash_bior2.2_L2_8,scale_1.2,5,0.4,0.00625,1.0
whash_bior2.2_L2_16,blur,5,10.4,0.040625,1.0
whash_bior2.2_L2_16,brightness_0.8,5,0.4,0.0015625,1.0
whash_bior2.2_L2_16,brightness_1.2,5,0.8,0.003125,1.0
whash_bior2.2_L2_16,crop,5,50.4,0.196875,0.6
whash_bior2.2_L2_16,gaussian_noise,5,24.4,0.0953125,0.8
whash_bior2.2_L2_16,jpeg_30,5,3.6,0.0140625,1.0
whash_bior2.2_L2_16,jpeg_50,5,5.0,0.01953125,1.0
whash_bior2.2_L2_16,jpeg_70,5,3.0,0.01171875,1.0
whash_bior2.2_L2_16,rotate_+10,5,62.2,0.24296875,0.6
whash_bior2.2_L2_16,rotate_+5,5,48.0,0.1875,1.0
whash_bior2.2_L2_16,rotate_-10,5,62.0,0.2421875,0.8
whash_bior2.2_L2_16,rotate_-5,5,49.6,0.19375,0.8
whash_bior2.2_L2_16,salt_pepper,5,31.2,0.121875,0.8
whash_bior2.2_L2_16,scale_0.8,5,0.4,0.0015625,1.0
whash_bior2.2_L2_16,scale_1.2,5,0.4,0.0015625,1.0
whash_bior2.2_L3_8,blur,5,2.4,0.0375,1.0
whash_bior2.2_L3_8,brightness_0.8,5,0.0,0.0,1.0
whash_bior2.2_L3_8,brightness_1.2,5,0.0,0.0,1.0
whash_bior2.2_L3_8,crop,5,11.2,0.175,0.8
whash_bior2.2_L3_8,gaussian_noise,5,4.8,0.075,0.8
whash_bior2.2_L3_8,jpeg_30,5,0.8,0.0125,1.0
whash_bior2.2_L3_8,jpeg_50,5,0.4,0.00625,1.0
whash_bior2.2_L3_8,jpeg_70,5,0.4,0.00625,1.0
whash_bior2.2_L3_8,rotate_+10,5,18.0,0.28125,0.6
whash_bior2.2_L3_8,rotate_+5,5,14.0,0.21875,0.6
whash_bior2.2_L3_8,rotate_-10,5,16.6,0.259375,0.6
whash_bior2.2_L3_8,rotate_-5,5,12.6,0.196875,0.8
whash_bior2.2_L3_8,salt_pepper,5,5.6,0.0875,0.8
whash_bior2.2_L3_8,scale_0.8,5,0.0,0.0,1.0
whash_bior2.2_L3_8,scale_1.2,5,0.4,0.00625,1.0
whash_bior2.2_L3_16,blur,5,10.0,0.0390625,1.0
whash_bior2.2_L3_16,brightness_0.8,5,0.4,0.0015625,1.0
whash_bior2.2_L3_16,brightness_1.2,5,1.2,0.0046875,1.0
whash_bior2.2_L3_16,crop,5,56.6,0.22109375,0.8
whash_bior2.2_L3_16,gaussian_noise,5,22.8,0.0890625,1.0
whash_bior2.2_L3_16,jpeg_30,5,3.0,0.01171875,1.0
whash_bior2.2_L3_16,jpeg_50,5,2.6,0.01015625,1.0
whash_bior2.2_L3_16,jpeg_70,5,2.8,0.0109375,1.0
whash_bior2.2_L3_16,rotate_+10,5,71.4,0.27890625,0.6
whash_bior2.2_L3_16,rotate_+5,5,55.6,0.2171875,0.8
whash_bior2.2_L3_16,rotate_-10,5,66.0,0.2578125,0.6
whash_bior2.2_L3_16,rotate_-5,5,55.6,0.2171875,0.8
whash_bior2.2_L3_16,salt_pepper,5,31.2,0.121875,1.0
whash_bior2.2_L3_16,scale_0.8,5,0.4,0.0015625,1.0
whash_bior2.2_L3_16,scale_1.2,5,0.4,0.0015625,1.0
whash_bior2.2_L4_8,blur,5,2.0,0.03125,1.0
whash_bior2.2_L4_8,brightness_0.8,5,0.0,0.0,1.0
whash_bior2.2_L4_8,brightness_1.2,5,0.4,0.00625,1.0
whash_bior2.2_L4_8,crop,5,15.6,0.24375,0.8
whash_bior2.2_L4_8,gaussian_noise,5,4.8,0.075,1.0
whash_bior2.2_L4_8,jpeg_30,5,1.2,0.01875,1.0
whash_bior2.2_L4_8,jpeg_50,5,1.0,0.015625,1.0
whash_bior2.2_L4_8,jpeg_70,5,0.2,0.003125,1.0
whash_bior2.2_L4_8,rotate_+10,5,17.2,0.26875,0.6
whash_bior2.2_L4_8,rotate_+5,5,14.2,0.221875,0.8
whash_bior2.2_L4_8,rotate_-10,5,17.4,0.271875,0.6
whash_bior2.2_L4_8,rotate_-5,5,11.6,0.18125,0.8
whash_bior2.2_L4_8,salt_pepper,5,6.0,0.09375,1.0
whash_bior2.2_L4_8,scale_0.8,5,0.8,0.0125,1.0
whash_bior2.2_L4_8,scale_1.2,5,0.0,0.0,1.0
whash_bior2.2_L4_16,blur,5,8.6,0.03359375,1.0
whash_bior2.2_L4_16,brightness_0.8,5,2.0,0.0078125,1.0
whash_bior2.2_L4_16,brightness_1.2,5,1.6,0.00625,1.0
whash_bior2.2_L4_16,crop,5,65.6,0.25625,0.8
whash_bior2.2_L4_16,gaussian_noise,5,21.6,0.084375,1.0
whash_bior2.2_L4_16,jpeg_30,5,5.2,0.0203125,1.0
whash_bior2.2_L4_16,jpeg_50,5,3.0,0.01171875,1.0
whash_bior2.2_L4_16,jpeg_70,5,3.0,0.01171875,1.0
whash_bior2.2_L4_16,rotate_+10,5,74.0,0.2890625,0.6
whash_bior2.2_L4_16,rotate_+5,5,55.8,0.21796875,1.0
whash_bior2.2_L4_16,rotate_-10,5,73.6,0.2875,0.6
whash_bior2.2_L4_16,rotate_-5,5,58.4,0.228125,0.8
whash_bior2.2_L4_16,salt_pepper,5,32.0,0.125,1.0
whash_bior2.2_L4_16,scale_0.8,5,1.2,0.0046875,1.0
whash_bior2.2_L4_16,scale_1.2,5,0.8,0.003125,1.0
whash_coif2_L1_8,blur,5,0.8,0.0125,1.0
whash_coif2_L1_8,brightness_0.8,5,0.0,0.0,1.0
whash_coif2_L1_8,brightness_1.2,5,0.0,0.0,1.0
whash_coif2_L1_8,crop,5,10.8,0.16875,0.8
whash_coif2_L1_8,gaussian_noise,5,4.8,0.075,0.8
whash_coif2_L1_8,jpeg_30,5,1.2,0.01875,1.0
whash_coif2_L1_8,jpeg_50,5,0.0,0.0,1.0
whash_coif2_L1_8,jpeg_70,5,0.4,0.00625,1.0
whash_coif2_L1_8,rotate_+10,5,15.2,0.2375,0.6
whash_coif2_L1_8,rotate_+5,5,14.6,0.228125,0.6
whash_coif2_L1_8,rotate_-10,5,15.4,0.240625,0.6
whash_coif2_L1_8,rotate_-5,5,13.4,0.209375,0.8
whash_coif2_L1_8,salt_pepper,5,5.2,0.08125,0.8
whash_coif2_L1_8,scale_0.8,5,0.4,0.00625,1.0
whash_coif2_L1_8,scale_1.2,5,0.0,0.0,1.0
whash_coif2_L1_16,blur,5,8.8,0.034375,1.0
whash_coif2_L1_16,brightness_0.8,5,0.4,0.0015625,1.0
whash_coif2_L1_16,brightness_1.2,5,0.4,0.0015625,1.0
whash_coif2_L1_16,crop,5,47.0,0.18359375,1.0
whash_coif2_L1_16,gaussian_noise,5,24.4,0.0953125,0.8
whash_coif2_L1_16,jpeg_30,5,2.8,0.0109375,1.0
whash_coif2_L1_16,jpeg_50,5,2.0,0.0078125,1.0
whash_coif2_L1_16,jpeg_70,5,1.6,0.00625,1.0
whash_coif2_L1_16,rotate_+10,5,59.6,0.2328125,0.8
whash_coif2_L1_16,rotate_+5,5,47.2,0.184375,1.0
whash_coif2_L1_16,rotate_-10,5,57.6,0.225,1.0
whash_coif2_L1_16,rotate_-5,5,48.4,0.1890625,1.0
whash_coif2_L1_16,salt_pepper,5,29.6,0.115625,0.8
whash_coif2_L1_16,scale_0.8,5,0.8,0.003125,1.0
whash_coif2_L1_16,scale_1.2,5,0.4,0.0015625,1.0
whash_coif2_L2_8,blur,5,2.0,0.03125,1.0
whash_coif2_L2_8,brightness_0.8,5,0.0,0.0,1.0
whash_coif2_L2_8,brightness_1.2,5,0.0,0.0,1.0
whash_coif2_L2_8,crop,5,11.2,0.175,0.8
whash_coif2_L2_8,gaussian_noise,5,4.8,0.075,0.8
whash_coif2_L2_8,jpeg_30,5,1.6,0.025,1.0
whash_coif2_L2_8,jpeg_50,5,0.6,0.009375,1.0
whash_coif2_L2_8,jpeg_70,5,0.4,0.00625,1.0
whash_coif2_L2_8,rotate_+10,5,16.8,0.2625,0.6
whash_coif2_L2_8,rotate_+5,5,13.6,0.2125,0.6
whash_coif2_L2_8,rotate_-10,5,18.0,0.28125,0.6
whash_coif2_L2_8,rotate_-5,5,12.0,0.1875,0.8
whash_coif2_L2_8,salt_pepper,5,5.2,0.08125,0.8
whash_coif2_L2_8,scale_0.8,5,0.0,0.0,1.0
whash_coif2_L2_8,scale_1.2,5,0.0,0.0,1.0
whash_coif2_L2_16,blur,5,10.6,0.04140625,1.0
whash_coif2_L2_16,brightness_0.8,5,0.4,0.0015625,1.0
whash_coif2_L2_16,brightness_1.2,5,0.8,0.003125,1.0
whash_coif2_L2_16,crop,5,53.6,0.209375,0.8
whash_coif2_L2_16,gaussian_noise,5,25.2,0.0984375,0.8
whash_coif2_L2_16,jpeg_30,5,5.0,0.01953125,1.0
whash_coif2_L2_16,jpeg_50,5,3.0,0.01171875,1.0
whash_coif2_L2_16,jpeg_70,5,2.6,0.01015625,1.0
whash_coif2_L2_16,rotate_+10,5,65.0,0.25390625,0.6
whash_coif2_L2_16,rotate_+5,5,45.8,0.17890625,1.0
whash_coif2_L2_16,rotate_-10,5,64.6,0.25234375,0.6
whash_coif2_L2_16,rotate_-5,5,46.8,0.1828125,1.0
whash_coif2_L2_16,salt_pepper,5,34.4,0.134375,0.8
whash_coif2_L2_16,scale_0.8,5,0.8,0.003125,1.0
whash_coif2_L2_16,scale_1.2,5,0.0,0.0,1.0
whash_coif2_L3_8,blur,5,0.8,0.0125,1.0
whash_coif2_L3_8,brightness_0.8,5,0.0,0.0,1.0
whash_coif2_L3_8,brightness_1.2,5,0.0,0.0,1.0
whash_coif2_L3_8,crop,5,12.8,0.2,1.0
whash_coif2_L3_8,gaussian_noise,5,4.8,0.075,1.0
whash_coif2_L3_8,jpeg_30,5,1.2,0.01875,1.0
whash_coif2_L3_8,jpeg_50,5,0.4,0.00625,1.0
whash_coif2_L3_8,jpeg_70,5,0.2,0.003125,1.0
whash_coif2_L3_8,rotate_+10,5,18.0,0.28125,0.6
whash_coif2_L3_8,rotate_+5,5,14.0,0.21875,0.8
whash_coif2_L3_8,rotate_-10,5,14.8,0.23125,0.8
whash_coif2_L3_8,rotate_-5,5,12.8,0.2,0.8
whash_coif2_L3_8,salt_pepper,5,6.0,0.09375,1.0
whash_coif2_L3_8,scale_0.8,5,0.0,0.0,1.0
whash_coif2_L3_8,scale_1.2,5,0.0,0.0,1.0
whash_coif2_L3_16,blur,5,5.0,0.01953125,1.0
whash_coif2_L3_16,brightness_0.8,5,0.4,0.0015625,1.0
whash_coif2_L3_16,brightness_1.2,5,0.0,0.0,1.0
whash_coif2_L3_16,crop,5,67.0,0.26171875,0.8
whash_coif2_L3_16,gaussian_noise,5,24.4,0.0953125,0.8
whash_coif2_L3_16,jpeg_30,5,8.2,0.03203125,1.0
whash_coif2_L3_16,jpeg_50,5,5.6,0.021875,1.0
whash_coif2_L3_16,jpeg_70,5,4.4,0.0171875,1.0
whash_coif2_L3_16,rotate_+10,5,71.6,0.2796875,0.6
whash_coif2_L3_16,rotate_+5,5,55.8,0.21796875,0.8
whash_coif2_L3_16,rotate_-10,5,69.4,0.27109375,0.6
whash_coif2_L3_16,rotate_-5,5,52.8,0.20625,0.8
whash_coif2_L3_16,salt_pepper,5,29.6,0.115625,0.8
whash_coif2_L3_16,scale_0.8,5,2.2,0.00859375,1.0
whash_coif2_L3_16,scale_1.2,5,2.2,0.00859375,1.0
whash_coif2_L4_8,blur,5,0.4,0.00625,1.0
whash_coif2_L4_8,brightness_0.8,5,0.0,0.0,1.0
whash_coif2_L4_8,brightness_1.2,5,0.0,0.0,1.0
whash_coif2_L4_8,crop,5,14.0,0.21875,0.8
whash_coif2_L4_8,gaussian_noise,5,4.8,0.075,1.0
whash_coif2_L4_8,jpeg_30,5,1.2,0.01875,1.0
whash_coif2_L4_8,jpeg_50,5,1.2,0.01875,1.0
whash_coif2_L4_8,jpeg_70,5,0.0,0.0,1.0
whash_coif2_L4_8,rotate_+10,5,16.8,0.2625,0.8
whash_coif2_L4_8,rotate_+5,5,13.4,0.209375,0.8
whash_coif2_L4_8,rotate_-10,5,18.6,0.290625,0.6
whash_coif2_L4_8,rotate_-5,5,11.2,0.175,1.0
whash_coif2_L4_8,salt_pepper,5,6.0,0.09375,0.8
whash_coif2_L4_8,scale_0.8,5,0.0,0.0,1.0
whash_coif2_L4_8,scale_1.2,5,0.4,0.00625,1.0
whash_coif2_L4_16,blur,5,3.0,0.01171875,1.0
whash_coif2_L4_16,brightness_0.8,5,0.0,0.0,1.0
whash_coif2_L4_16,brightness_1.2,5,0.0,0.0,1.0
whash_coif2_L4_16,crop,5,67.0,0.26171875,0.8
whash_coif2_L4_16,gaussian_noise,5,16.6,0.06484375,1.0
whash_coif2_L4_16,jpeg_30,5,3.4,0.01328125,1.0
whash_coif2_L4_16,jpeg_50,5,3.2,0.0125,1.0
whash_coif2_L4_16,jpeg_70,5,3.4,0.01328125,1.0
whash_coif2_L4_16,rotate_+10,5,76.0,0.296875,0.6
whash_coif2_L4_16,rotate_+5,5,51.6,0.2015625,1.0
whash_coif2_L4_16,rotate_-10,5,76.4,0.2984375,0.8
whash_coif2_L4_16,rotate_-5,5,52.2,0.20390625,1.0
whash_coif2_L4_16,salt_pepper,5,25.4,0.09921875,1.0
whash_coif2_L4_16,scale_0.8,5,0.6,0.00234375,1.0
whash_coif2_L4_16,scale_1.2,5,0.6,0.00234375,1.0
ahash_8,blur,5,0.2,0.003125,1.0
ahash_8,brightness_0.8,5,1.8,0.028125,1.0
ahash_8,brightness_1.2,5,0.6,0.009375,1.0
ahash_8,crop,5,6.2,0.096875,0.8
ahash_8,gaussian_noise,5,2.4,0.0375,1.0
ahash_8,jpeg_30,5,1.2,0.01875,1.0
ahash_8,jpeg_50,5,0.4,0.00625,1.0
ahash_8,jpeg_70,5,0.2,0.003125,1.0
ahash_8,rotate_+10,5,16.6,0.259375,0.4
ahash_8,rotate_+5,5,12.0,0.1875,0.6
ahash_8,rotate_-10,5,17.4,0.271875,0.2
ahash_8,rotate_-5,5,12.2,0.190625,0.6
ahash_8,salt_pepper,5,2.0,0.03125,1.0
ahash_8,scale_0.8,5,0.4,0.00625,1.0
ahash_8,scale_1.2,5,0.2,0.003125,1.0
ahash_16,blur,5,0.8,0.003125,1.0
ahash_16,brightness_0.8,5,3.2,0.0125,1.0
ahash_16,brightness_1.2,5,1.6,0.00625,1.0
ahash_16,crop,5,43.6,0.1703125,1.0
ahash_16,gaussian_noise,5,3.8,0.01484375,1.0
ahash_16,jpeg_30,5,3.0,0.01171875,1.0
ahash_16,jpeg_50,5,1.0,0.00390625,1.0
ahash_16,jpeg_70,5,1.4,0.00546875,1.0
ahash_16,rotate_+10,5,67.0,0.26171875,0.6
ahash_16,rotate_+5,5,47.2,0.184375,0.8
ahash_16,rotate_-10,5,71.4,0.27890625,0.6
ahash_16,rotate_-5,5,49.4,0.19296875,0.8
ahash_16,salt_pepper,5,8.6,0.03359375,1.0
ahash_16,scale_0.8,5,1.2,0.0046875,1.0
ahash_16,scale_1.2,5,0.8,0.003125,1.0
dhash_8,blur,5,0.8,0.0125,1.0
dhash_8,brightness_0.8,5,2.8,0.04375,1.0
dhash_8,brightness_1.2,5,0.8,0.0125,1.0
dhash_8,crop,5,8.6,0.134375,1.0
dhash_8,gaussian_noise,5,3.0,0.046875,1.0
dhash_8,jpeg_30,5,0.6,0.009375,1.0
dhash_8,jpeg_50,5,0.6,0.009375,1.0
dhash_8,jpeg_70,5,0.6,0.009375,1.0
dhash_8,rotate_+10,5,14.4,0.225,0.4
dhash_8,rotate_+5,5,9.8,0.153125,1.0
dhash_8,rotate_-10,5,15.4,0.240625,0.4
dhash_8,rotate_-5,5,9.0,0.140625,1.0
dhash_8,salt_pepper,5,4.2,0.065625,1.0
dhash_8,scale_0.8,5,0.0,0.0,1.0
dhash_8,scale_1.2,5,0.0,0.0,1.0
dhash_16,blur,5,3.0,0.01171875,1.0
dhash_16,brightness_0.8,5,6.0,0.0234375,1.0
dhash_16,brightness_1.2,5,5.2,0.0203125,1.0
dhash_16,crop,5,69.0,0.26953125,0.6
dhash_16,gaussian_noise,5,14.4,0.05625,1.0
dhash_16,jpeg_30,5,8.4,0.0328125,1.0
dhash_16,jpeg_50,5,6.0,0.0234375,1.0
dhash_16,jpeg_70,5,4.6,0.01796875,1.0
dhash_16,rotate_+10,5,77.4,0.30234375,0.4
dhash_16,rotate_+5,5,54.6,0.21328125,0.8
dhash_16,rotate_-10,5,76.6,0.29921875,0.4
dhash_16,rotate_-5,5,49.6,0.19375,1.0
dhash_16,salt_pepper,5,33.8,0.13203125,1.0
dhash_16,scale_0.8,5,2.8,0.0109375,1.0
dhash_16,scale_1.2,5,1.0,0.00390625,1.0
phash_8,blur,5,1.2,0.01875,1.0
phash_8,brightness_0.8,5,2.8,0.04375,1.0
phash_8,brightness_1.2,5,1.2,0.01875,1.0
phash_8,crop,5,16.4,0.25625,0.8
phash_8,gaussian_noise,5,4.4,0.06875,1.0
phash_8,jpeg_30,5,1.2,0.01875,1.0
phash_8,jpeg_50,5,2.0,0.03125,1.0
phash_8,jpeg_70,5,0.4,0.00625,1.0
phash_8,rotate_+10,5,18.8,0.29375,1.0
phash_8,rotate_+5,5,16.4,0.25625,0.8
phash_8,rotate_-10,5,18.4,0.2875,0.8
phash_8,rotate_-5,5,15.2,0.2375,1.0
phash_8,salt_pepper,5,5.2,0.08125,1.0
phash_8,scale_0.8,5,0.8,0.0125,1.0
phash_8,scale_1.2,5,0.8,0.0125,1.0
phash_16,blur,5,5.2,0.0203125,1.0
phash_16,brightness_0.8,5,7.2,0.028125,1.0
phash_16,brightness_1.2,5,5.2,0.0203125,1.0
phash_16,crop,5,87.2,0.340625,0.8
phash_16,gaussian_noise,5,16.8,0.065625,1.0
phash_16,jpeg_30,5,7.2,0.028125,1.0
phash_16,jpeg_50,5,4.4,0.0171875,1.0
phash_16,jpeg_70,5,4.4,0.0171875,1.0
phash_16,rotate_+10,5,103.2,0.403125,0.2
phash_16,rotate_+5,5,75.2,0.29375,1.0
phash_16,rotate_-10,5,102.8,0.4015625,0.4
phash_16,rotate_-5,5,75.2,0.29375,0.8
phash_16,salt_pepper,5,25.6,0.1,1.0
phash_16,scale_0.8,5,2.0,0.0078125,1.0
phash_16,scale_1.2,5,1.6,0.00625,1.0
